8.5 238.212 476.424 714.637 952.849 1191.06 1429.27 1667.49 1905.7 2143.91 2382.12 2620.33 2858.55 3096.76 3334.97 3573.18 3811.4 238.212 476.424 714.637 952.849 1191.06 1429.27 1667.49 1905.7 2143.91 2382.12 2620.33 2858.55 3096.76 3334.97 3573.18 238.212 476.424 714.637 952.849 1191.06 1429.27 1667.49 1905.7 2143.91 2382.12 2620.33 2858.55 3096.76 3334.97 238.212 476.424 714.637 952.849 1191.06 1429.27 1667.49 1905.7 2143.91 2382.12 2620.33 2858.55 3096.76 238.212 476.424 714.637 952.849 1191.06 1429.27 1667.49 1905.7 2143.91 2382.12 2620.33 2858.55 238.212 476.424 714.637 952.849 1191.06 1429.27 1667.49 1905.7 2143.91 2382.12 2620.33 238.212 476.424 714.637 952.849 1191.06 1429.27 1667.49 1905.7 2143.91 2382.12 238.212 476.424 714.637 952.849 1191.06 1429.27 1667.49 1905.7 2143.91 238.212 476.424 714.637 952.849 1191.06 1429.27 1667.49 1905.7 238.212 476.424 714.637 952.849 1191.06 1429.27 1667.49 238.212 476.424 714.637 952.849 1191.06 1429.27 238.212 476.424 714.637 952.849 1191.06 238.212 476.424 714.637 952.849 238.212 476.424 714.637 238.212 476.424 238.212 
8.50012 238.215 476.431 714.646 952.862 1191.08 1429.29 1667.51 1905.72 2143.94 2382.15 2620.37 2858.59 3096.8 3335.02 3573.23 3811.45 238.215 476.431 714.646 952.862 1191.08 1429.29 1667.51 1905.72 2143.94 2382.15 2620.37 2858.59 3096.8 3335.02 3573.23 238.215 476.431 714.646 952.862 1191.08 1429.29 1667.51 1905.72 2143.94 2382.15 2620.37 2858.59 3096.8 3335.02 238.215 476.431 714.646 952.862 1191.08 1429.29 1667.51 1905.72 2143.94 2382.15 2620.37 2858.59 3096.8 238.215 476.431 714.646 952.862 1191.08 1429.29 1667.51 1905.72 2143.94 2382.15 2620.37 2858.59 238.215 476.431 714.646 952.862 1191.08 1429.29 1667.51 1905.72 2143.94 2382.15 2620.37 238.215 476.431 714.646 952.862 1191.08 1429.29 1667.51 1905.72 2143.94 2382.15 238.215 476.431 714.646 952.862 1191.08 1429.29 1667.51 1905.72 2143.94 238.215 476.431 714.646 952.862 1191.08 1429.29 1667.51 1905.72 238.215 476.431 714.646 952.862 1191.08 1429.29 1667.51 238.215 476.431 714.646 952.862 1191.08 1429.29 238.215 476.431 714.646 952.862 1191.08 238.215 476.431 714.646 952.862 238.215 476.431 714.646 238.215 476.431 238.215 
8.50023 238.219 476.438 714.656 952.875 1191.09 1429.31 1667.53 1905.75 2143.97 2382.19 2620.41 2858.63 3096.84 3335.06 3573.28 3811.5 238.219 476.438 714.656 952.875 1191.09 1429.31 1667.53 1905.75 2143.97 2382.19 2620.41 2858.63 3096.84 3335.06 3573.28 238.219 476.438 714.656 952.875 1191.09 1429.31 1667.53 1905.75 2143.97 2382.19 2620.41 2858.63 3096.84 3335.06 238.219 476.438 714.656 952.875 1191.09 1429.31 1667.53 1905.75 2143.97 2382.19 2620.41 2858.63 3096.84 238.219 476.438 714.656 952.875 1191.09 1429.31 1667.53 1905.75 2143.97 2382.19 2620.41 2858.63 238.219 476.438 714.656 952.875 1191.09 1429.31 1667.53 1905.75 2143.97 2382.19 2620.41 238.219 476.438 714.656 952.875 1191.09 1429.31 1667.53 1905.75 2143.97 2382.19 238.219 476.438 714.656 952.875 1191.09 1429.31 1667.53 1905.75 2143.97 238.219 476.438 714.656 952.875 1191.09 1429.31 1667.53 1905.75 238.219 476.438 714.656 952.875 1191.09 1429.31 1667.53 238.219 476.438 714.656 952.875 1191.09 1429.31 238.219 476.438 714.656 952.875 1191.09 238.219 476.438 714.656 952.875 238.219 476.438 714.656 238.219 476.438 238.219 
8.50035 238.222 476.444 714.666 952.888 1191.11 1429.33 1667.55 1905.78 2144 2382.22 2620.44 2858.66 3096.89 3335.11 3573.33 3811.55 238.222 476.444 714.666 952.888 1191.11 1429.33 1667.55 1905.78 2144 2382.22 2620.44 2858.66 3096.89 3335.11 3573.33 238.222 476.444 714.666 952.888 1191.11 1429.33 1667.55 1905.78 2144 2382.22 2620.44 2858.66 3096.89 3335.11 238.222 476.444 714.666 952.888 1191.11 1429.33 1667.55 1905.78 2144 2382.22 2620.44 2858.66 3096.89 238.222 476.444 714.666 952.888 1191.11 1429.33 1667.55 1905.78 2144 2382.22 2620.44 2858.66 238.222 476.444 714.666 952.888 1191.11 1429.33 1667.55 1905.78 2144 2382.22 2620.44 238.222 476.444 714.666 952.888 1191.11 1429.33 1667.55 1905.78 2144 2382.22 238.222 476.444 714.666 952.888 1191.11 1429.33 1667.55 1905.78 2144 238.222 476.444 714.666 952.888 1191.11 1429.33 1667.55 1905.78 238.222 476.444 714.666 952.888 1191.11 1429.33 1667.55 238.222 476.444 714.666 952.888 1191.11 1429.33 238.222 476.444 714.666 952.888 1191.11 238.222 476.444 714.666 952.888 238.222 476.444 714.666 238.222 476.444 238.222 
8.50047 238.225 476.451 714.676 952.901 1191.13 1429.35 1667.58 1905.8 2144.03 2382.25 2620.48 2858.7 3096.93 3335.15 3573.38 3811.61 238.225 476.451 714.676 952.901 1191.13 1429.35 1667.58 1905.8 2144.03 2382.25 2620.48 2858.7 3096.93 3335.15 3573.38 238.225 476.451 714.676 952.901 1191.13 1429.35 1667.58 1905.8 2144.03 2382.25 2620.48 2858.7 3096.93 3335.15 238.225 476.451 714.676 952.901 1191.13 1429.35 1667.58 1905.8 2144.03 2382.25 2620.48 2858.7 3096.93 238.225 476.451 714.676 952.901 1191.13 1429.35 1667.58 1905.8 2144.03 2382.25 2620.48 2858.7 238.225 476.451 714.676 952.901 1191.13 1429.35 1667.58 1905.8 2144.03 2382.25 2620.48 238.225 476.451 714.676 952.901 1191.13 1429.35 1667.58 1905.8 2144.03 2382.25 238.225 476.451 714.676 952.901 1191.13 1429.35 1667.58 1905.8 2144.03 238.225 476.451 714.676 952.901 1191.13 1429.35 1667.58 1905.8 238.225 476.451 714.676 952.901 1191.13 1429.35 1667.58 238.225 476.451 714.676 952.901 1191.13 1429.35 238.225 476.451 714.676 952.901 1191.13 238.225 476.451 714.676 952.901 238.225 476.451 714.676 238.225 476.451 238.225 
8.50059 238.229 476.457 714.686 952.915 1191.14 1429.37 1667.6 1905.83 2144.06 2382.29 2620.51 2858.74 3096.97 3335.2 3573.43 3811.66 238.229 476.457 714.686 952.915 1191.14 1429.37 1667.6 1905.83 2144.06 2382.29 2620.51 2858.74 3096.97 3335.2 3573.43 238.229 476.457 714.686 952.915 1191.14 1429.37 1667.6 1905.83 2144.06 2382.29 2620.51 2858.74 3096.97 3335.2 238.229 476.457 714.686 952.915 1191.14 1429.37 1667.6 1905.83 2144.06 2382.29 2620.51 2858.74 3096.97 238.229 476.457 714.686 952.915 1191.14 1429.37 1667.6 1905.83 2144.06 2382.29 2620.51 2858.74 238.229 476.457 714.686 952.915 1191.14 1429.37 1667.6 1905.83 2144.06 2382.29 2620.51 238.229 476.457 714.686 952.915 1191.14 1429.37 1667.6 1905.83 2144.06 2382.29 238.229 476.457 714.686 952.915 1191.14 1429.37 1667.6 1905.83 2144.06 238.229 476.457 714.686 952.915 1191.14 1429.37 1667.6 1905.83 238.229 476.457 714.686 952.915 1191.14 1429.37 1667.6 238.229 476.457 714.686 952.915 1191.14 1429.37 238.229 476.457 714.686 952.915 1191.14 238.229 476.457 714.686 952.915 238.229 476.457 714.686 238.229 476.457 238.229 
8.5007 238.232 476.464 714.696 952.928 1191.16 1429.39 1667.62 1905.86 2144.09 2382.32 2620.55 2858.78 3097.01 3335.25 3573.48 3811.71 238.232 476.464 714.696 952.928 1191.16 1429.39 1667.62 1905.86 2144.09 2382.32 2620.55 2858.78 3097.01 3335.25 3573.48 238.232 476.464 714.696 952.928 1191.16 1429.39 1667.62 1905.86 2144.09 2382.32 2620.55 2858.78 3097.01 3335.25 238.232 476.464 714.696 952.928 1191.16 1429.39 1667.62 1905.86 2144.09 2382.32 2620.55 2858.78 3097.01 238.232 476.464 714.696 952.928 1191.16 1429.39 1667.62 1905.86 2144.09 2382.32 2620.55 2858.78 238.232 476.464 714.696 952.928 1191.16 1429.39 1667.62 1905.86 2144.09 2382.32 2620.55 238.232 476.464 714.696 952.928 1191.16 1429.39 1667.62 1905.86 2144.09 2382.32 238.232 476.464 714.696 952.928 1191.16 1429.39 1667.62 1905.86 2144.09 238.232 476.464 714.696 952.928 1191.16 1429.39 1667.62 1905.86 238.232 476.464 714.696 952.928 1191.16 1429.39 1667.62 238.232 476.464 714.696 952.928 1191.16 1429.39 238.232 476.464 714.696 952.928 1191.16 238.232 476.464 714.696 952.928 238.232 476.464 714.696 238.232 476.464 238.232 
8.50082 238.235 476.47 714.706 952.941 1191.18 1429.41 1667.65 1905.88 2144.12 2382.35 2620.59 2858.82 3097.06 3335.29 3573.53 3811.76 238.235 476.47 714.706 952.941 1191.18 1429.41 1667.65 1905.88 2144.12 2382.35 2620.59 2858.82 3097.06 3335.29 3573.53 238.235 476.47 714.706 952.941 1191.18 1429.41 1667.65 1905.88 2144.12 2382.35 2620.59 2858.82 3097.06 3335.29 238.235 476.47 714.706 952.941 1191.18 1429.41 1667.65 1905.88 2144.12 2382.35 2620.59 2858.82 3097.06 238.235 476.47 714.706 952.941 1191.18 1429.41 1667.65 1905.88 2144.12 2382.35 2620.59 2858.82 238.235 476.47 714.706 952.941 1191.18 1429.41 1667.65 1905.88 2144.12 2382.35 2620.59 238.235 476.47 714.706 952.941 1191.18 1429.41 1667.65 1905.88 2144.12 2382.35 238.235 476.47 714.706 952.941 1191.18 1429.41 1667.65 1905.88 2144.12 238.235 476.47 714.706 952.941 1191.18 1429.41 1667.65 1905.88 238.235 476.47 714.706 952.941 1191.18 1429.41 1667.65 238.235 476.47 714.706 952.941 1191.18 1429.41 238.235 476.47 714.706 952.941 1191.18 238.235 476.47 714.706 952.941 238.235 476.47 714.706 238.235 476.47 238.235 
8.50094 238.238 476.477 714.715 952.954 1191.19 1429.43 1667.67 1905.91 2144.15 2382.38 2620.62 2858.86 3097.1 3335.34 3573.58 3811.82 238.238 476.477 714.715 952.954 1191.19 1429.43 1667.67 1905.91 2144.15 2382.38 2620.62 2858.86 3097.1 3335.34 3573.58 238.238 476.477 714.715 952.954 1191.19 1429.43 1667.67 1905.91 2144.15 2382.38 2620.62 2858.86 3097.1 3335.34 238.238 476.477 714.715 952.954 1191.19 1429.43 1667.67 1905.91 2144.15 2382.38 2620.62 2858.86 3097.1 238.238 476.477 714.715 952.954 1191.19 1429.43 1667.67 1905.91 2144.15 2382.38 2620.62 2858.86 238.238 476.477 714.715 952.954 1191.19 1429.43 1667.67 1905.91 2144.15 2382.38 2620.62 238.238 476.477 714.715 952.954 1191.19 1429.43 1667.67 1905.91 2144.15 2382.38 238.238 476.477 714.715 952.954 1191.19 1429.43 1667.67 1905.91 2144.15 238.238 476.477 714.715 952.954 1191.19 1429.43 1667.67 1905.91 238.238 476.477 714.715 952.954 1191.19 1429.43 1667.67 238.238 476.477 714.715 952.954 1191.19 1429.43 238.238 476.477 714.715 952.954 1191.19 238.238 476.477 714.715 952.954 238.238 476.477 714.715 238.238 476.477 238.238 
8.50106 238.242 476.484 714.725 952.967 1191.21 1429.45 1667.69 1905.93 2144.18 2382.42 2620.66 2858.9 3097.14 3335.38 3573.63 3811.87 238.242 476.484 714.725 952.967 1191.21 1429.45 1667.69 1905.93 2144.18 2382.42 2620.66 2858.9 3097.14 3335.38 3573.63 238.242 476.484 714.725 952.967 1191.21 1429.45 1667.69 1905.93 2144.18 2382.42 2620.66 2858.9 3097.14 3335.38 238.242 476.484 714.725 952.967 1191.21 1429.45 1667.69 1905.93 2144.18 2382.42 2620.66 2858.9 3097.14 238.242 476.484 714.725 952.967 1191.21 1429.45 1667.69 1905.93 2144.18 2382.42 2620.66 2858.9 238.242 476.484 714.725 952.967 1191.21 1429.45 1667.69 1905.93 2144.18 2382.42 2620.66 238.242 476.484 714.725 952.967 1191.21 1429.45 1667.69 1905.93 2144.18 2382.42 238.242 476.484 714.725 952.967 1191.21 1429.45 1667.69 1905.93 2144.18 238.242 476.484 714.725 952.967 1191.21 1429.45 1667.69 1905.93 238.242 476.484 714.725 952.967 1191.21 1429.45 1667.69 238.242 476.484 714.725 952.967 1191.21 1429.45 238.242 476.484 714.725 952.967 1191.21 238.242 476.484 714.725 952.967 238.242 476.484 714.725 238.242 476.484 238.242 
8.50117 238.245 476.49 714.735 952.98 1191.23 1429.47 1667.72 1905.96 2144.21 2382.45 2620.7 2858.94 3097.19 3335.43 3573.68 3811.92 238.245 476.49 714.735 952.98 1191.23 1429.47 1667.72 1905.96 2144.21 2382.45 2620.7 2858.94 3097.19 3335.43 3573.68 238.245 476.49 714.735 952.98 1191.23 1429.47 1667.72 1905.96 2144.21 2382.45 2620.7 2858.94 3097.19 3335.43 238.245 476.49 714.735 952.98 1191.23 1429.47 1667.72 1905.96 2144.21 2382.45 2620.7 2858.94 3097.19 238.245 476.49 714.735 952.98 1191.23 1429.47 1667.72 1905.96 2144.21 2382.45 2620.7 2858.94 238.245 476.49 714.735 952.98 1191.23 1429.47 1667.72 1905.96 2144.21 2382.45 2620.7 238.245 476.49 714.735 952.98 1191.23 1429.47 1667.72 1905.96 2144.21 2382.45 238.245 476.49 714.735 952.98 1191.23 1429.47 1667.72 1905.96 2144.21 238.245 476.49 714.735 952.98 1191.23 1429.47 1667.72 1905.96 238.245 476.49 714.735 952.98 1191.23 1429.47 1667.72 238.245 476.49 714.735 952.98 1191.23 1429.47 238.245 476.49 714.735 952.98 1191.23 238.245 476.49 714.735 952.98 238.245 476.49 714.735 238.245 476.49 238.245 
8.50129 238.248 476.497 714.745 952.993 1191.24 1429.49 1667.74 1905.99 2144.24 2382.48 2620.73 2858.98 3097.23 3335.48 3573.73 3811.97 238.248 476.497 714.745 952.993 1191.24 1429.49 1667.74 1905.99 2144.24 2382.48 2620.73 2858.98 3097.23 3335.48 3573.73 238.248 476.497 714.745 952.993 1191.24 1429.49 1667.74 1905.99 2144.24 2382.48 2620.73 2858.98 3097.23 3335.48 238.248 476.497 714.745 952.993 1191.24 1429.49 1667.74 1905.99 2144.24 2382.48 2620.73 2858.98 3097.23 238.248 476.497 714.745 952.993 1191.24 1429.49 1667.74 1905.99 2144.24 2382.48 2620.73 2858.98 238.248 476.497 714.745 952.993 1191.24 1429.49 1667.74 1905.99 2144.24 2382.48 2620.73 238.248 476.497 714.745 952.993 1191.24 1429.49 1667.74 1905.99 2144.24 2382.48 238.248 476.497 714.745 952.993 1191.24 1429.49 1667.74 1905.99 2144.24 238.248 476.497 714.745 952.993 1191.24 1429.49 1667.74 1905.99 238.248 476.497 714.745 952.993 1191.24 1429.49 1667.74 238.248 476.497 714.745 952.993 1191.24 1429.49 238.248 476.497 714.745 952.993 1191.24 238.248 476.497 714.745 952.993 238.248 476.497 714.745 238.248 476.497 238.248 
8.50141 238.252 476.503 714.755 953.007 1191.26 1429.51 1667.76 1906.01 2144.26 2382.52 2620.77 2859.02 3097.27 3335.52 3573.77 3812.03 238.252 476.503 714.755 953.007 1191.26 1429.51 1667.76 1906.01 2144.26 2382.52 2620.77 2859.02 3097.27 3335.52 3573.77 238.252 476.503 714.755 953.007 1191.26 1429.51 1667.76 1906.01 2144.26 2382.52 2620.77 2859.02 3097.27 3335.52 238.252 476.503 714.755 953.007 1191.26 1429.51 1667.76 1906.01 2144.26 2382.52 2620.77 2859.02 3097.27 238.252 476.503 714.755 953.007 1191.26 1429.51 1667.76 1906.01 2144.26 2382.52 2620.77 2859.02 238.252 476.503 714.755 953.007 1191.26 1429.51 1667.76 1906.01 2144.26 2382.52 2620.77 238.252 476.503 714.755 953.007 1191.26 1429.51 1667.76 1906.01 2144.26 2382.52 238.252 476.503 714.755 953.007 1191.26 1429.51 1667.76 1906.01 2144.26 238.252 476.503 714.755 953.007 1191.26 1429.51 1667.76 1906.01 238.252 476.503 714.755 953.007 1191.26 1429.51 1667.76 238.252 476.503 714.755 953.007 1191.26 1429.51 238.252 476.503 714.755 953.007 1191.26 238.252 476.503 714.755 953.007 238.252 476.503 714.755 238.252 476.503 238.252 
